episode,step,target_agent_id,pc_repeat_agent_id,nano_action,nano_called,nano_skip_used,nano_repeat_raw,nano_repeat_slots,nano_remaining_before,nano_remaining_after,nano_safety_interrupted,nano_interrupt_reason,nano_infer_ms,round_trip_ms,pc_repeat_action,pc_repeat_called,pc_repeat_skip_used,pc_repeat_repeat_raw,pc_repeat_repeat_slots,pc_repeat_remaining_before,pc_repeat_remaining_after,pc_repeat_safety_interrupted,pc_repeat_interrupt_reason,pc_repeat_infer_ms,pc_regular_agent_ids,pc_regular_infer_ms,teacher_action_target,target_action_match,reward,delay,drop,offload_rate,joint_actions
0,94,0,1,1,0,1,,,2,1,0,,,,1,0,1,,,5,4,0,,,"[2, 3]",0.18740002997219563,1,1,-0.75875,151.75,0.0,1.0,"[1, 1, 1, 1]"
0,95,0,1,1,0,1,,,1,0,0,,,,1,0,1,,,4,3,0,,,"[2, 3]",0.1838000025600195,1,1,-0.95,190.0,0.25,1.0,"[1, 1, 1, 1]"
0,96,0,1,1,1,0,0.9913082122802734,5,0,5,0,,0.12772999980370514,5.654699984006584,1,0,1,,,3,2,0,,,"[2, 3]",0.31320005655288696,1,1,-0.95375,190.75,0.25,1.0,"[1, 1, 1, 1]"
0,97,0,1,1,1,0,1.035770297050476,5,5,5,1,obs_changed,0.09578400022292044,8.992599905468524,1,0,1,,,2,1,0,,,"[2, 3]",0.23779994808137417,1,1,-0.77625,155.25,0.0,1.0,"[1, 1, 1, 1]"
0,98,0,1,1,0,1,,,5,4,0,,,,1,1,0,0.9966195821762085,5,1,5,1,obs_changed,0.16930000856518745,"[2, 3]",0.18039997667074203,1,1,-0.78375,156.75,0.0,1.0,"[1, 1, 1, 1]"
0,99,0,1,1,1,0,1.0015968084335327,5,4,5,1,energy_low,0.0936719998207991,25.97840002272278,1,1,0,1.0088753700256348,5,5,5,1,energy_low,0.3011999651789665,"[2, 3]",0.2004000125452876,1,1,-0.79,158.0,0.0,1.0,"[1, 1, 1, 1]"
0,100,0,1,1,1,0,1.0128703117370605,5,5,5,1,queue_pressure|obs_changed,0.1314389992330689,5.739200045354664,1,0,1,,,5,4,0,,,"[2, 3]",0.2367000561207533,1,1,-1.14625,229.25,0.5,1.0,"[1, 1, 1, 1]"
0,101,0,1,1,1,0,0.9965493083000183,5,5,5,1,queue_pressure,0.10310100060451077,9.19200002681464,1,0,1,,,4,3,0,,,"[2, 3]",0.32620003912597895,1,1,-0.79875,159.75,0.0,1.0,"[1, 1, 1, 1]"
0,102,0,1,1,1,0,1.0176324844360352,5,5,5,1,obs_changed,0.0936720007302938,8.256700006313622,1,1,0,1.0354373455047607,5,3,5,1,energy_low,0.2983999438583851,"[2, 3]",0.2001000102609396,1,1,-0.80875,161.75,0.0,1.0,"[1, 1, 1, 1]"
0,103,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,5,4,0,,,"[2, 3]",0.1841000048443675,1,1,-0.815,163.0,0.0,1.0,"[1, 1, 1, 1]"
0,104,0,1,1,0,1,,,4,3,0,,,,1,0,1,,,4,3,0,,,"[2, 3]",0.1846000086516142,1,1,-0.8225,164.5,0.0,1.0,"[1, 1, 1, 1]"
